所管,組織,項目1,項目2,令和3年度要求額(千円)
国土交通省,国土交通本省,鉄道網整備事業費,幹線鉄道等活性化事業費補助,361000.0
国土交通省,国土交通本省,鉄道網整備事業費,都市鉄道利便増進事業費補助,1.1568E7
国土交通省,国土交通本省,鉄道網整備事業費,都市鉄道整備事業費補助,4905000.0
国土交通省,国土交通本省,鉄道網整備事業費,鉄道駅総合改善事業費補助,1757000.0
国土交通省,国土交通本省,地域公共交通維持・活性化推進費,諸謝金,635.0
国土交通省,国土交通本省,地域公共交通維持・活性化推進費,職員旅費,5311.0
国土交通省,国土交通本省,地域公共交通維持・活性化推進費,委員等旅費,1892.0
国土交通省,国土交通本省,地域公共交通維持・活性化推進費,地域公共交通維持・活性化推進調査費,139919.0
国土交通省,国土交通本省,地域公共交通維持・活性化推進費,地域公共交通確保維持改善事業費補助金,2.0482575E7
国土交通省,国土交通本省,地域公共交通維持・活性化推進費,地方空港受入環境整備事業費補助金,580000.0
国土交通省,国土交通本省,独立行政法人鉄道建設・運輸施設整備支援機構運営費,独立行政法人鉄道建設・運輸施設整備支援機構地域公共交通等勘定運営費交付金,61273.0
国土交通省,国土交通本省,独立行政法人鉄道建設・運輸施設整備支援機構運営費,独立行政法人鉄道建設・運輸施設整備支援機構助成勘定運営費交付金,200515.0
国土交通省,国土交通本省,都市・地域交通整備事業費,都市・地域交通戦略推進事業費補助,900000.0
国土交通省,国土交通本省,道路交通円滑化推進費,道路交通円滑化推進調査費,107686.0
国土交通省,国土交通本省,道路交通円滑化事業費,道路交通円滑化事業費,2.10068E8
国土交通省,国土交通本省,道路交通円滑化事業費,営繕宿舎費,413000.0
国土交通省,国土交通本省,道路交通円滑化事業費,道路交通円滑化事業費補助,7865000.0
国土交通省,国土交通本省,道路交通円滑化事業費,後進地域特例法適用団体補助率差額,333000.0
国土交通省,国土交通本省,道路交通円滑化事業費,有料道路整備資金貸付金,5591000.0
国土交通省,国土交通本省,道路交通円滑化事業費,連続立体交差事業資金貸付金,25000.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,非常勤職員手当,13324.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,諸謝金,29929.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,職員旅費,84504.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,委員等旅費,12055.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,庁費,12330.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,校費,178728.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,情報処理業務庁費,186887.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,社会資本整備・管理効率化推進調査費,579410.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,庁舎管理改善設備整備費,4772.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,各所修繕,11437.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,自動車重量税,35.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,施設管理業務委託費,77220.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,官民連携社会資本整備等推進費補助金,311824.0
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,支障物件補償金,0.0
国土交通省,国土交通本省,不動産市場整備等推進費,委員手当,7141.0
国土交通省,国土交通本省,不動産市場整備等推進費,諸謝金,4018.0
国土交通省,国土交通本省,不動産市場整備等推進費,職員旅費,16382.0
国土交通省,国土交通本省,不動産市場整備等推進費,委員等旅費,5855.0
国土交通省,国土交通本省,不動産市場整備等推進費,参考人等旅費,42.0
国土交通省,国土交通本省,不動産市場整備等推進費,不動産市場整備等推進調査費,4362326.0
国土交通省,国土交通本省,不動産市場整備等推進費,資格検定国家試験費,50475.0
国土交通省,国土交通本省,建設市場整備推進費,諸謝金,5022.0
国土交通省,国土交通本省,建設市場整備推進費,職員旅費,66317.0
国土交通省,国土交通本省,建設市場整備推進費,委員等旅費,4084.0
国土交通省,国土交通本省,建設市場整備推進費,情報処理業務庁費,23931.0
国土交通省,国土交通本省,建設市場整備推進費,建設市場整備推進調査費,728923.0
国土交通省,国土交通本省,建設市場整備推進費,資格検定国家試験費,1988.0
国土交通省,国土交通本省,建設市場整備推進費,電子計算機借料,1139.0
国土交通省,国土交通本省,国土交通統計調査費,職員旅費,2114.0
国土交通省,国土交通本省,国土交通統計調査費,統計調査費,617423.0
国土交通省,国土交通本省,国土交通統計調査費,統計情報調査委託費,216332.0
国土交通省,国土交通本省,国土調査費,諸謝金,949.0
国土交通省,国土交通本省,国土調査費,職員旅費,7427.0
国土交通省,国土交通本省,国土調査費,委員等旅費,91.0
国土交通省,国土交通本省,国土調査費,測量庁費,335493.0
国土交通省,国土交通本省,国土調査費,地籍整備推進調査費補助金,133401.0
国土交通省,国土交通本省,国土調査費,地籍調査費負担金,5060000.0
国土交通省,国土交通本省,社会資本整備円滑化地籍整備事業費,社会資本整備円滑化地籍整備事業費補助,497000.0
国土交通省,国土交通本省,自動車運送業市場環境整備推進費,諸謝金,980.0
国土交通省,国土交通本省,自動車運送業市場環境整備推進費,職員旅費,1110.0
国土交通省,国土交通本省,自動車運送業市場環境整備推進費,委員等旅費,168.0
国土交通省,国土交通本省,自動車運送業市場環境整備推進費,自動車運送業市場環境整備推進調査費,115928.0
国土交通省,国土交通本省,海事産業市場整備等推進費,諸謝金,2187.0
国土交通省,国土交通本省,海事産業市場整備等推進費,技術研究開発謝金,1344.0
国土交通省,国土交通本省,海事産業市場整備等推進費,船員離職者職業転換等給付金,3190.0
国土交通省,国土交通本省,海事産業市場整備等推進費,職員旅費,18629.0
国土交通省,国土交通本省,海事産業市場整備等推進費,技術研究開発調査旅費,2404.0
国土交通省,国土交通本省,海事産業市場整備等推進費,委員等旅費,1447.0
国土交通省,国土交通本省,海事産業市場整備等推進費,技術研究開発委員等旅費,1256.0
国土交通省,国土交通本省,海事産業市場整備等推進費,技術研究開発調査費,219889.0
国土交通省,国土交通本省,海事産業市場整備等推進費,海事産業市場整備等推進調査費,253930.0
国土交通省,国土交通本省,海事産業市場整備等推進費,船員手帳作成費,5613.0
国土交通省,国土交通本省,海事産業市場整備等推進費,電子計算機借料,8133.0
国土交通省,国土交通本省,海事産業市場整備等推進費,政府開発援助開発途上国船員教育者養成事業委託費,16773.0
国土交通省,国土交通本省,海事産業市場整備等推進費,技術研究開発委託費,0.0
国土交通省,国土交通本省,海事産業市場整備等推進費,海事産業関連技術研究開発費補助金,405900.0
国土交通省,国土交通本省,海事産業市場整備等推進費,船員雇用促進対策事業費補助金,93457.0
国土交通省,国土交通本省,海事産業市場整備等推進費,経済協力開発機構分担金,10642.0
国土交通省,国土交通本省,海事産業市場整備等推進費,経済協力開発機構拠出金,21883.0
国土交通省,国土交通本省,独立行政法人海技教育機構運営費,独立行政法人海技教育機構運営費交付金,6979503.0
国土交通省,国土交通本省,国土形成推進費,諸謝金,3244.0
国土交通省,国土交通本省,国土形成推進費,職員旅費,18714.0
国土交通省,国土交通本省,国土形成推進費,委員等旅費,2626.0
国土交通省,国土交通本省,国土形成推進費,国土形成推進調査費,358244.0
国土交通省,国土交通本省,国土形成推進費,情報処理業務庁費,0.0
国土交通省,国土交通本省,国土形成推進費,電子計算機借料,0.0
国土交通省,国土交通本省,国土形成推進費,経済協力開発機構等拠出金,45241.0
国土交通省,国土交通本省,社会資本総合整備事業費,社会資本整備総合交付金,5.75244E8
国土交通省,国土交通本省,社会資本総合整備事業費,防災・安全社会資本整備交付金,8.03607E8
国土交通省,国土交通本省,官民連携基盤整備推進調査費,官民連携基盤整備調査費補助,331000.0
国土交通省,国土交通本省,地理空間情報整備・活用推進費,職員旅費,556.0
国土交通省,国土交通本省,地理空間情報整備・活用推進費,地理空間情報整備・活用推進調査費,96156.0
国土交通省,国土交通本省,離島振興費,諸謝金,48.0
国土交通省,国土交通本省,離島振興費,職員旅費,5370.0
