所管,組織,項目1,項目2,令和3年度要求額(千円)
農林水産省,農林水産本省,農業農村整備事業調査諸費,庁費,638186.0
農林水産省,農林水産本省,農業施設災害復旧事業費,農業用施設等災害復旧費,1715274.0
農林水産省,農林水産本省,農業施設災害復旧事業費,農業用施設等災害復旧事業費補助,6330000.0
農林水産省,農林水産本省,農業施設災害関連事業費,地すべり対策災害関連緊急事業費,21584.0
農林水産省,農林水産本省,農業施設災害関連事業費,農業用施設等災害関連事業費補助,314000.0
農林水産省,農林水産本省,農業施設災害関連事業費,後進地域特例法適用団体補助率差額,1000.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,職員基本給,7259753.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,職員諸手当,3688359.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,超過勤務手当,667160.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,非常勤職員手当,59235.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,短時間勤務職員給与,149372.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,児童手当,83960.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,諸謝金,4706.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,職員旅費,26071.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,検査検疫旅費,189422.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,委員等旅費,2722.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,庁費,1055465.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,検査検疫庁費,3280588.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,通信専用料,28668.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,土地建物借料,356436.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,各所修繕,66113.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,自動車重量税,1349.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所,国有資産所在市町村交付金,523.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所施設費,施設施工旅費,226.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所施設費,施設施工庁費,20460.0
農林水産省,農林水産本省検査指導機関,農林水産本省検査指導所施設費,施設整備費,137887.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,職員基本給,908535.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,職員諸手当,505274.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,超過勤務手当,144127.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,委員手当,9567.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,非常勤職員手当,23923.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,短時間勤務職員給与,10843.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,児童手当,11195.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,諸謝金,426.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,職員旅費,4961.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,委員等旅費,428.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,庁費,392442.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,国会図書館支部庁費,22217.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,宿舎撤去費,86075.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,土地建物借料,10489.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,各所修繕,52972.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,自動車重量税,64.0
農林水産省,農林水産技術会議,農林水産技術会議共通費,国有資産所在市町村交付金,10424.0
農林水産省,農林水産技術会議,農林水産技術会議施設費,施設施工旅費,784.0
農林水産省,農林水産技術会議,農林水産技術会議施設費,施設施工庁費,7691.0
農林水産省,農林水産技術会議,農林水産技術会議施設費,施設整備費,155320.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,諸謝金,5012.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,職員旅費,23426.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,委員等旅費,11871.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,外国研究者招へい旅費,463.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,庁費,16998.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,試験研究費,730644.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,通信専用料,317468.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,電子計算機等借料,529878.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,招へい外国人滞在費,288.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,試験研究調査委託費,3158106.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,農林水産試験研究費地方公共団体補助金,212050.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,農林水産試験研究費補助金,427563.0
農林水産省,農林水産技術会議,農林水産業イノベーション創出・技術開発推進費,革新的研究開発推進基金補助金,100000.0
農林水産省,農林水産技術会議,国立研究開発法人農業・食品産業技術総合研究機構運営費,国立研究開発法人農業・食品産業技術総合研究機構農業技術研究業務勘定運営費交付金,5.0485804E7
農林水産省,農林水産技術会議,国立研究開発法人農業・食品産業技術総合研究機構運営費,国立研究開発法人農業・食品産業技術総合研究機構基礎的研究業務勘定運営費交付金,3706433.0
農林水産省,農林水産技術会議,国立研究開発法人農業・食品産業技術総合研究機構施設整備費,国立研究開発法人農業・食品産業技術総合研究機構施設整備費補助金,655242.0
農林水産省,農林水産技術会議,国立研究開発法人国際農林水産業研究センター運営費,国立研究開発法人国際農林水産業研究センター運営費交付金,3604587.0
農林水産省,地方農政局,地方農政局,職員基本給,2.9350131E7
農林水産省,地方農政局,地方農政局,職員諸手当,1.5225327E7
農林水産省,地方農政局,地方農政局,超過勤務手当,1988563.0
農林水産省,地方農政局,地方農政局,非常勤職員手当,17850.0
農林水産省,地方農政局,地方農政局,短時間勤務職員給与,3770765.0
農林水産省,地方農政局,地方農政局,児童手当,220380.0
農林水産省,地方農政局,地方農政局,諸謝金,7556.0
農林水産省,地方農政局,地方農政局,職員旅費,119131.0
農林水産省,地方農政局,地方農政局,委員等旅費,4114.0
農林水産省,地方農政局,地方農政局,庁費,3612759.0
農林水産省,地方農政局,地方農政局,情報処理業務庁費,607953.0
農林水産省,地方農政局,地方農政局,移転費,65133.0
農林水産省,地方農政局,地方農政局,土地建物借料,72705.0
農林水産省,地方農政局,地方農政局,各所修繕,103761.0
農林水産省,地方農政局,地方農政局,公共施設等維持管理運営費,186330.0
農林水産省,地方農政局,地方農政局,自動車重量税,4977.0
農林水産省,地方農政局,地方農政局,国有資産所在市町村交付金,3456.0
農林水産省,地方農政局,地方農政局,交際費,530.0
農林水産省,地方農政局,地方農政局施設費,施設施工旅費,800.0
農林水産省,地方農政局,地方農政局施設費,施設施工庁費,24632.0
農林水産省,地方農政局,地方農政局施設費,施設整備費,291989.0
農林水産省,地方農政局,海岸事業工事諸費,職員基本給,174041.0
農林水産省,地方農政局,海岸事業工事諸費,職員諸手当,106677.0
農林水産省,地方農政局,海岸事業工事諸費,超過勤務手当,16069.0
農林水産省,地方農政局,海岸事業工事諸費,児童手当,5015.0
農林水産省,地方農政局,海岸事業工事諸費,職員旅費,2849.0
農林水産省,地方農政局,海岸事業工事諸費,日額旅費,29.0
農林水産省,地方農政局,海岸事業工事諸費,赴任旅費,2130.0
農林水産省,地方農政局,海岸事業工事諸費,庁費,869.0
農林水産省,地方農政局,海岸事業工事諸費,車両費,4965.0
農林水産省,地方農政局,海岸事業工事諸費,用地処理事務費,7.0
農林水産省,地方農政局,海岸事業工事諸費,工事雑費,47049.0
農林水産省,地方農政局,海岸事業工事諸費,自動車重量税,206.0
農林水産省,地方農政局,海岸事業工事諸費,国家公務員共済組合負担金,61432.0
農林水産省,地方農政局,農業農村整備事業工事諸費,職員基本給,8363860.0
農林水産省,地方農政局,農業農村整備事業工事諸費,職員諸手当,4863002.0
農林水産省,地方農政局,農業農村整備事業工事諸費,超過勤務手当,732890.0
農林水産省,地方農政局,農業農村整備事業工事諸費,短時間勤務職員給与,387160.0
農林水産省,地方農政局,農業農村整備事業工事諸費,児童手当,120215.0
農林水産省,地方農政局,農業農村整備事業工事諸費,諸謝金,2158.0
農林水産省,地方農政局,農業農村整備事業工事諸費,職員旅費,121850.0
農林水産省,地方農政局,農業農村整備事業工事諸費,日額旅費,9053.0
農林水産省,地方農政局,農業農村整備事業工事諸費,赴任旅費,115542.0
農林水産省,地方農政局,農業農村整備事業工事諸費,庁費,34449.0
農林水産省,地方農政局,農業農村整備事業工事諸費,車両費,226351.0
農林水産省,地方農政局,農業農村整備事業工事諸費,用地処理事務費,1435.0
農林水産省,地方農政局,農業農村整備事業工事諸費,工事雑費,2355598.0
農林水産省,地方農政局,農業農村整備事業工事諸費,自動車重量税,6614.0
農林水産省,地方農政局,農業農村整備事業工事諸費,国家公務員共済組合負担金,2917236.0
農林水産省,地方農政局,農業農村整備事業工事諸費,国有資産所在市町村交付金,2720.0
農林水産省,地方農政局,農業農村整備事業工事諸費,精算還付金,3173.0
農林水産省,地方農政局,農業施設災害復旧事業等工事諸費,超過勤務手当,1303.0
農林水産省,地方農政局,農業施設災害復旧事業等工事諸費,日額旅費,222.0
農林水産省,地方農政局,農業施設災害復旧事業等工事諸費,工事雑費,2163.0
農林水産省,地方農政局,農業施設災害復旧事業等工事諸費,精算還付金,6.0
農林水産省,北海道農政事務所,北海道農政事務所,職員基本給,2177460.0
農林水産省,北海道農政事務所,北海道農政事務所,職員諸手当,1267570.0
農林水産省,北海道農政事務所,北海道農政事務所,超過勤務手当,98646.0
農林水産省,北海道農政事務所,北海道農政事務所,短時間勤務職員給与,198411.0
農林水産省,北海道農政事務所,北海道農政事務所,児童手当,11780.0
農林水産省,北海道農政事務所,北海道農政事務所,諸謝金,882.0
農林水産省,北海道農政事務所,北海道農政事務所,職員旅費,10120.0
農林水産省,北海道農政事務所,北海道農政事務所,委員等旅費,1134.0
農林水産省,北海道農政事務所,北海道農政事務所,庁費,259273.0
農林水産省,北海道農政事務所,北海道農政事務所,情報処理業務庁費,39708.0
農林水産省,北海道農政事務所,北海道農政事務所,移転費,14286.0
農林水産省,北海道農政事務所,北海道農政事務所,土地建物借料,92380.0
農林水産省,北海道農政事務所,北海道農政事務所,各所修繕,35892.0
農林水産省,北海道農政事務所,北海道農政事務所,自動車重量税,420.0
農林水産省,北海道農政事務所,北海道農政事務所,交際費,30.0
農林水産省,林野庁,林野庁共通費,職員基本給,1.3033835E7
農林水産省,林野庁,林野庁共通費,職員諸手当,6994456.0
農林水産省,林野庁,林野庁共通費,超過勤務手当,1077055.0
農林水産省,林野庁,林野庁共通費,委員手当,3935.0
農林水産省,林野庁,林野庁共通費,非常勤職員手当,312780.0
農林水産省,林野庁,林野庁共通費,短時間勤務職員給与,910211.0
農林水産省,林野庁,林野庁共通費,公務災害補償費,59667.0
農林水産省,林野庁,林野庁共通費,児童手当,155005.0
農林水産省,林野庁,林野庁共通費,諸謝金,15320.0
農林水産省,林野庁,林野庁共通費,職員旅費,122448.0
農林水産省,林野庁,林野庁共通費,災害検査旅費,16473.0
農林水産省,林野庁,林野庁共通費,委員等旅費,11984.0
農林水産省,林野庁,林野庁共通費,庁費,995702.0
農林水産省,林野庁,林野庁共通費,国会図書館支部庁費,2256.0
農林水産省,林野庁,林野庁共通費,情報処理業務庁費,335248.0
農林水産省,林野庁,林野庁共通費,宿舎撤去費,36159.0
農林水産省,林野庁,林野庁共通費,土地建物借料,138962.0
農林水産省,林野庁,林野庁共通費,各所修繕,421277.0
農林水産省,林野庁,林野庁共通費,自動車重量税,1125.0
農林水産省,林野庁,林野庁共通費,国家公務員共済組合負担金,3827994.0
農林水産省,林野庁,林野庁共通費,基礎年金等国家公務員共済組合負担金,1190366.0
農林水産省,林野庁,林野庁共通費,育児休業手当金国家公務員共済組合負担金,348.0
農林水産省,林野庁,林野庁共通費,国有資産所在市町村交付金,3161025.0
農林水産省,林野庁,林野庁共通費,交際費,41.0
農林水産省,林野庁,林野庁施設費,施設施工旅費,8011.0
農林水産省,林野庁,林野庁施設費,施設施工庁費,119449.0
農林水産省,林野庁,林野庁施設費,施設整備費,923700.0
農林水産省,林野庁,林野庁施設費,不動産購入費,0.0
農林水産省,林野庁,国立研究開発法人森林研究・整備機構運営費,国立研究開発法人森林研究・整備機構研究・育種勘定運営費交付金,1.0448901E7
農林水産省,林野庁,国立研究開発法人森林研究・整備機構施設整備費,国立研究開発法人森林研究・整備機構施設整備費補助金,216631.0
農林水産省,林野庁,森林整備・保全費,諸謝金,4924.0
農林水産省,林野庁,森林整備・保全費,政府開発援助諸謝金,3269.0
農林水産省,林野庁,森林整備・保全費,職員旅費,19539.0
農林水産省,林野庁,森林整備・保全費,政府開発援助職員旅費,1895.0
農林水産省,林野庁,森林整備・保全費,委員等旅費,7542.0
農林水産省,林野庁,森林整備・保全費,政府開発援助委員等旅費,120.0
農林水産省,林野庁,森林整備・保全費,庁費,20205.0
農林水産省,林野庁,森林整備・保全費,情報処理業務庁費,297221.0
農林水産省,林野庁,森林整備・保全費,政府開発援助庁費,5174.0
農林水産省,林野庁,森林整備・保全費,国有林野森林整備・保全管理費,1284398.0
農林水産省,林野庁,森林整備・保全費,官行造林費,109009.0
農林水産省,林野庁,森林整備・保全費,森林整備・保全調査等委託費,17150.0
農林水産省,林野庁,森林整備・保全費,森林計画推進委託費,584847.0
農林水産省,林野庁,森林整備・保全費,政府開発援助国際林業協力事業委託費,24018.0
農林水産省,林野庁,森林整備・保全費,保安林整備事業委託費,342973.0
農林水産省,林野庁,森林整備・保全費,森林病害虫等防除事業地方公共団体委託費,183737.0
農林水産省,林野庁,森林整備・保全費,森林計画推進地方公共団体委託費,0.0
農林水産省,林野庁,森林整備・保全費,森林整備・保全地方公共団体事業費補助金,251794.0
農林水産省,林野庁,森林整備・保全費,森林資源地方公共団体管理費補助金,283336.0
農林水産省,林野庁,森林整備・保全費,政府開発援助国際林業協力事業費補助金,69168.0
農林水産省,林野庁,森林整備・保全費,国際林業協力技術開発事業費補助金,53396.0
農林水産省,林野庁,森林整備・保全費,森林整備・保全費補助金,342239.0
農林水産省,林野庁,森林整備・保全費,保安林整備事業費等補助金,27088.0
農林水産省,林野庁,森林整備・保全費,森林病害虫等防除事業費補助金,493238.0
農林水産省,林野庁,森林整備・保全費,森林・山村多面的機能発揮対策交付金,1393319.0
農林水産省,林野庁,森林整備・保全費,幹線林道事業移行円滑化対策交付金,77689.0
農林水産省,林野庁,森林整備・保全費,保安林及保安施設地区補償金,106363.0
農林水産省,林野庁,森林整備・保全費,森林病害虫等防除損失補償金,1970.0
農林水産省,林野庁,森林整備・保全費,特別母樹林保存損失補償金,9561.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,職員基本給,1252945.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,職員諸手当,644760.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,超過勤務手当,100843.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,常勤職員給与,79933.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,公務災害補償費,838337.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,児童手当,24000.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,国有林野事業業務旅費,342834.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,国有林野事業業務庁費,9113403.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,土地建物借料,29035.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,各所修繕,137651.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,自動車重量税,3879.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,国家公務員共済組合負担金,711668.0
農林水産省,林野庁,国有林野産物等売払及管理処分業務費,国有資産所在市町村交付金,2641681.0
農林水産省,林野庁,治山事業費,治山事業費,1.1351565E7
農林水産省,林野庁,治山事業費,国有林野内治山事業費,1.2639371E7
農林水産省,林野庁,治山事業費,営繕宿舎費,25307.0
農林水産省,林野庁,治山事業費,治山事業調査費,176451.0
農林水産省,林野庁,治山事業費,治山事業費補助,2.1765641E7
農林水産省,林野庁,治山事業費,後進地域特例法適用団体補助率差額,2362000.0
農林水産省,林野庁,森林整備事業費,森林環境保全整備事業費,5.9328038E7
農林水産省,林野庁,森林整備事業費,森林整備事業調査費,356500.0
農林水産省,林野庁,森林整備事業費,森林環境保全整備事業費補助,2.47445E7
農林水産省,林野庁,森林整備事業費,水源林造成事業費補助,1.5406E7
農林水産省,林野庁,森林整備事業費,後進地域特例法適用団体補助率差額,200000.0
農林水産省,林野庁,森林整備事業費,美しい森林づくり基盤整備交付金,806000.0
農林水産省,林野庁,森林整備事業費,国立研究開発法人森林研究・整備機構出資金,9841000.0
農林水産省,林野庁,借入金利子国有林野事業債務管理特別会計へ繰入,国有林野事業債務管理特別会計へ繰入,1192263.0
農林水産省,林野庁,国有林野事業収入財源借入金債務処理費国有林野事業債務管理特別会計へ繰入,国有林野事業収入財源の国有林野事業債務管理特別会計へ繰入,2.1769935E7
農林水産省,林野庁,林業振興対策費,諸謝金,1968.0
農林水産省,林野庁,林業振興対策費,職員旅費,11199.0
農林水産省,林野庁,林業振興対策費,委員等旅費,2148.0
農林水産省,林野庁,林業振興対策費,庁費,26247.0
農林水産省,林野庁,林業振興対策費,林業振興調査等委託費,122043.0
農林水産省,林野庁,林業振興対策費,林業振興事業費補助金,4738724.0
農林水産省,林野庁,林業振興対策費,林業振興地方公共団体事業費補助金,424462.0
農林水産省,林野庁,林業振興対策費,林業普及指導事業交付金,347691.0
農林水産省,林野庁,林産物供給等振興対策費,諸謝金,514.0
農林水産省,林野庁,林産物供給等振興対策費,職員旅費,3335.0
農林水産省,林野庁,林産物供給等振興対策費,委員等旅費,593.0
農林水産省,林野庁,林産物供給等振興対策費,庁費,9436.0
農林水産省,林野庁,林産物供給等振興対策費,林産物供給等振興調査等委託費,92808.0
農林水産省,林野庁,林産物供給等振興対策費,林産物供給等振興事業費補助金,2196869.0
農林水産省,林野庁,林産物供給等振興対策費,林業信用保証事業交付金,630872.0
農林水産省,林野庁,林産物供給等振興対策費,株式会社日本政策金融公庫出資金,0.0
農林水産省,林野庁,森林整備・林業等振興対策費,森林整備・林業等振興調査等委託費,8610.0
農林水産省,林野庁,森林整備・林業等振興対策費,森林整備・林業等振興整備交付金,7007857.0
農林水産省,林野庁,森林整備・林業等振興対策費,森林整備・林業等振興推進交付金,1066417.0
農林水産省,林野庁,治山事業工事諸費,職員基本給,2515122.0
農林水産省,林野庁,治山事業工事諸費,職員諸手当,1231176.0
農林水産省,林野庁,治山事業工事諸費,超過勤務手当,177589.0
農林水産省,林野庁,治山事業工事諸費,児童手当,46995.0
農林水産省,林野庁,治山事業工事諸費,職員旅費,28737.0
農林水産省,林野庁,治山事業工事諸費,日額旅費,20193.0
農林水産省,林野庁,治山事業工事諸費,庁費,108856.0
農林水産省,林野庁,治山事業工事諸費,車両費,108598.0
農林水産省,林野庁,治山事業工事諸費,工事雑費,142028.0
農林水産省,林野庁,治山事業工事諸費,自動車重量税,4530.0
農林水産省,林野庁,治山事業工事諸費,国家公務員共済組合負担金,1059841.0
農林水産省,林野庁,森林整備事業工事諸費,職員基本給,2917932.0
農林水産省,林野庁,森林整備事業工事諸費,職員諸手当,1575361.0
農林水産省,林野庁,森林整備事業工事諸費,超過勤務手当,158372.0
農林水産省,林野庁,森林整備事業工事諸費,常勤職員給与,140394.0
農林水産省,林野庁,森林整備事業工事諸費,児童手当,46000.0
農林水産省,林野庁,森林整備事業工事諸費,職員旅費,7589.0
農林水産省,林野庁,森林整備事業工事諸費,日額旅費,5016.0
農林水産省,林野庁,森林整備事業工事諸費,庁費,191546.0
農林水産省,林野庁,森林整備事業工事諸費,情報処理業務庁費,164143.0
農林水産省,林野庁,森林整備事業工事諸費,車両費,411181.0
農林水産省,林野庁,森林整備事業工事諸費,電子計算機借料,251623.0
農林水産省,林野庁,森林整備事業工事諸費,工事雑費,323277.0
農林水産省,林野庁,森林整備事業工事諸費,自動車重量税,15574.0
農林水産省,林野庁,森林整備事業工事諸費,国家公務員共済組合負担金,1296954.0
農林水産省,林野庁,山林施設災害復旧事業費,林業用施設等災害復旧費,2021520.0
農林水産省,林野庁,山林施設災害復旧事業費,林業用施設等災害復旧事業費補助,3274000.0
農林水産省,林野庁,山林施設災害関連事業費,林業用施設等災害関連事業費,2421284.0
農林水産省,林野庁,山林施設災害関連事業費,林業用施設等災害関連事業費補助,1939000.0
農林水産省,林野庁,山林施設災害関連事業費,後進地域特例法適用団体補助率差額,566000.0
農林水産省,林野庁,山林施設災害復旧事業等工事諸費,日額旅費,19737.0
農林水産省,林野庁,山林施設災害復旧事業等工事諸費,工事雑費,38459.0
農林水産省,水産庁,水産庁共通費,職員基本給,4235847.0
農林水産省,水産庁,水産庁共通費,職員諸手当,2199868.0
農林水産省,水産庁,水産庁共通費,超過勤務手当,771687.0
農林水産省,水産庁,水産庁共通費,委員手当,10894.0
農林水産省,水産庁,水産庁共通費,非常勤職員手当,10164.0
農林水産省,水産庁,水産庁共通費,短時間勤務職員給与,169992.0
農林水産省,水産庁,水産庁共通費,児童手当,51370.0
農林水産省,水産庁,水産庁共通費,諸謝金,28903.0
農林水産省,水産庁,水産庁共通費,職員旅費,57480.0
農林水産省,水産庁,水産庁共通費,災害検査旅費,8775.0
農林水産省,水産庁,水産庁共通費,施設施工旅費,636.0
農林水産省,水産庁,水産庁共通費,委員等旅費,31347.0
農林水産省,水産庁,水産庁共通費,庁費,212655.0
農林水産省,水産庁,水産庁共通費,情報処理業務庁費,6991.0
農林水産省,水産庁,水産庁共通費,施設施工庁費,408.0
農林水産省,水産庁,水産庁共通費,土地建物借料,4979.0
農林水産省,水産庁,水産庁共通費,各所修繕,4681.0
農林水産省,水産庁,水産庁共通費,施設整備費,6319.0
農林水産省,水産庁,水産庁共通費,国有資産所在市町村交付金,1444.0
農林水産省,水産庁,水産庁共通費,交際費,42.0
農林水産省,水産庁,食料安全保障確立対策費,政府開発援助職員旅費,9850.0
農林水産省,水産庁,食料安全保障確立対策費,政府開発援助庁費,1250.0
農林水産省,水産庁,食料安全保障確立対策費,政府開発援助食料安全保障確立対策調査等委託費,23000.0
農林水産省,水産庁,食料安全保障確立対策費,政府開発援助食料安全保障確立対策事業費補助金,607443.0
農林水産省,水産庁,国立研究開発法人水産研究・教育機構運営費,国立研究開発法人水産研究・教育機構研究・教育勘定運営費交付金,1.5055987E7
農林水産省,水産庁,国立研究開発法人水産研究・教育機構運営費,国立研究開発法人水産研究・教育機構海洋水産資源開発勘定運営費交付金,2113051.0
農林水産省,水産庁,国立研究開発法人水産研究・教育機構施設整備費,国立研究開発法人水産研究・教育機構施設整備費補助金,291638.0
農林水産省,水産庁,水産資源回復対策費,非常勤職員手当,192538.0
農林水産省,水産庁,水産資源回復対策費,諸謝金,759.0
農林水産省,水産庁,水産資源回復対策費,職員旅費,77748.0
農林水産省,水産庁,水産資源回復対策費,乗船監督旅費,119187.0
農林水産省,水産庁,水産資源回復対策費,捕鯨国際監視員派遣旅費,16037.0
農林水産省,水産庁,水産資源回復対策費,航海日当食卓料,171863.0
農林水産省,水産庁,水産資源回復対策費,委員等旅費,11344.0
農林水産省,水産庁,水産資源回復対策費,外国人招へい旅費,457.0
農林水産省,水産庁,水産資源回復対策費,庁費,257765.0
農林水産省,水産庁,水産資源回復対策費,情報処理業務庁費,502.0
農林水産省,水産庁,水産資源回復対策費,船舶運航費,4614895.0
農林水産省,水産庁,水産資源回復対策費,船舶借料,9840816.0
農林水産省,水産庁,水産資源回復対策費,航空機借料,607781.0
農林水産省,水産庁,水産資源回復対策費,招へい外国人滞在費,401.0
農林水産省,水産庁,水産資源回復対策費,自動車重量税,0.0
農林水産省,水産庁,水産資源回復対策費,漁業資源調査等委託費,6198947.0
農林水産省,水産庁,水産資源回復対策費,水産資源回復対策調査等委託費,2132412.0
農林水産省,水産庁,水産資源回復対策費,水産資源回復対策事業費補助金,1157566.0
農林水産省,水産庁,水産資源回復対策費,さけ・ます漁業協力事業費補助金,118030.0
農林水産省,水産庁,水産資源回復対策費,海洋水産資源開発費補助金,3118282.0
農林水産省,水産庁,水産資源回復対策費,漁業協定等実施費補助金,35664.0
農林水産省,水産庁,水産資源回復対策費,水産資源回復対策地方公共団体事業費補助金,10000.0
農林水産省,水産庁,水産資源回復対策費,漁業調整委員会等交付金,181302.0
農林水産省,水産庁,船舶建造費,船舶建造旅費,9211.0
農林水産省,水産庁,船舶建造費,船舶建造庁費,2042.0
農林水産省,水産庁,船舶建造費,船舶建造費,4764618.0
農林水産省,水産庁,漁業経営安定対策費,諸謝金,557.0
農林水産省,水産庁,漁業経営安定対策費,職員旅費,3858.0
農林水産省,水産庁,漁業経営安定対策費,漁船依頼検査等旅費,5123.0
農林水産省,水産庁,漁業経営安定対策費,委員等旅費,522.0
農林水産省,水産庁,漁業経営安定対策費,庁費,15184.0
農林水産省,水産庁,漁業経営安定対策費,漁船依頼検査費,342.0
農林水産省,水産庁,漁業経営安定対策費,漁業経営安定対策事業費補助金,2.5659448E7
農林水産省,水産庁,漁業経営安定対策費,漁業経営維持安定資金利子補給等補助金,377849.0
農林水産省,水産庁,漁業経営安定対策費,中小漁業関連資金融通円滑化事業費補助金,246940.0
農林水産省,水産庁,漁業経営安定対策費,漁業共済事業実施費補助金,252393.0
農林水産省,水産庁,漁業経営安定対策費,漁業信用保険事業交付金,282331.0
農林水産省,水産庁,漁業経営安定対策費,漁業共済再共済金支払資金借入金利子交付金,5587.0
農林水産省,水産庁,漁業経営安定対策費,水産業改良普及事業交付金,68698.0
農林水産省,水産庁,漁業経営安定対策費,株式会社日本政策金融公庫出資金,0.0
農林水産省,水産庁,保険料国庫負担金等食料安定供給特別会計へ繰入,食料安定供給特別会計へ繰入,1.7737158E7
農林水産省,水産庁,漁村振興対策費,諸謝金,632.0
農林水産省,水産庁,漁村振興対策費,職員旅費,3044.0
農林水産省,水産庁,漁村振興対策費,委員等旅費,207.0
農林水産省,水産庁,漁村振興対策費,庁費,1107.0
農林水産省,水産庁,漁村振興対策費,情報処理業務庁費,2523.0
農林水産省,水産庁,漁村振興対策費,漁村振興対策調査等委託費,141291.0
農林水産省,水産庁,漁村振興対策費,漁村振興対策事業費補助金,580500.0
農林水産省,水産庁,漁村振興対策費,漁村振興対策地方公共団体整備費補助金,800000.0
農林水産省,水産庁,漁村振興対策費,水産多面的機能発揮対策交付金,1712510.0
農林水産省,水産庁,漁村振興対策費,離島漁業再生支援等交付金,1462808.0
農林水産省,水産庁,海岸事業費,海岸事業調査費,9362.0
農林水産省,水産庁,海岸事業費,海岸保全施設整備事業費補助,2085751.0
農林水産省,水産庁,海岸事業費,後進地域特例法適用団体補助率差額,109000.0
農林水産省,水産庁,水産基盤整備費,特定漁港漁場整備費,2054337.0
農林水産省,水産庁,水産基盤整備費,水産基盤整備調査費,419000.0
農林水産省,水産庁,水産基盤整備費,水産物供給基盤整備事業費補助,1.7982E7
農林水産省,水産庁,水産基盤整備費,水産資源環境整備事業費補助,9986000.0
農林水産省,水産庁,水産基盤整備費,漁村総合整備事業費補助,857000.0
農林水産省,水産庁,水産基盤整備費,水産基盤整備調査費補助,72000.0
農林水産省,水産庁,水産基盤整備費,後進地域特例法適用団体等補助率差額,2749000.0
農林水産省,水産庁,水産業強化対策費,水産業強化対策整備交付金,2559956.0
