行政区域コード,公共施設大分類,公共施設小分類,名称,所在地,管理者コード,原典資料名,Lon,Lat
13107,3,3003,墨田区立八広図書館,八広5-10-1-104,3,数値地図画像,
13107,3,3003,墨田区立立花図書館,立花6-8-1-101,3,数値地図画像,
13107,3,3003,墨田区立緑図書館,緑2-24-5,3,数値地図画像,139.80060935,35.69575874
13108,3,3003,江東区立亀戸図書館,亀戸7-39-9,3,数値地図画像,139.83939562,35.69693705
13108,3,3003,江東区立古石場図書館,古石場2-13-2,3,数値地図画像,
13108,3,3003,江東区立江東図書館,南砂6-7-52,3,数値地図画像,139.83409685,35.67182614
13108,3,3003,江東区立砂町図書館,北砂5-1-7,3,数値地図画像,139.83203579,35.68041390
13108,3,3003,江東区立城東図書館,大島4-5-1,3,数値地図画像,139.82686406,35.68909319
13108,3,3003,江東区立深川図書館,清澄3-3-39,3,数値地図画像,139.79676295,35.67913020
13108,3,3003,江東区立東雲図書館,東雲2-7-5-201,3,数値地図画像,
13108,3,3003,江東区立東大島図書館,大島9-4-2-101,3,数値地図画像,
13108,3,3003,江東区立東陽図書館,東陽2-3-6,3,数値地図画像,139.81831234,35.66751794
13108,3,3003,江東区立白河こどもとしょかん,白河4-3-29,3,数値地図画像,
13108,3,3003,江東区立豊洲図書館,豊洲2-2-18,3,数値地図画像,139.79525365,35.65423000
13109,3,3003,品川区立ゆたか図書館,豊町1-17-7,3,数値地図画像,139.72236141,35.61159126
13109,3,3003,品川区立荏原図書館,中延1-9-15,3,数値地図画像,139.71059573,35.61215210
13109,3,3003,品川区立源氏前図書館,中延4-14-17,3,数値地図画像,139.70997653,35.60550838
13109,3,3003,品川区立五反田図書館,西五反田6-5-1,3,数値地図画像,139.71663936,35.62245939
13109,3,3003,品川区立大井図書館,大井5-19-14,3,数値地図画像,139.72897802,35.59819863
13109,3,3003,品川区立大崎図書館,大崎2-4-8,3,数値地図画像,139.72590258,35.61855448
13109,3,3003,品川区立南大井図書館,南大井3-7-13,3,数値地図画像,
13109,3,3003,品川区立二葉図書館,二葉1-4-25,3,数値地図画像,139.72676118,35.60802236
13109,3,3003,品川区立八潮図書館,八潮5-10-27,3,数値地図画像,139.75125410,35.60015206
13109,3,3003,品川区立品川図書館,北品川2-32-3,3,数値地図画像,139.74237352,35.61683850
13110,3,3003,目黒区立守屋図書館,五本木2-20-15,3,数値地図画像,139.68903859,35.63410472
13110,3,3003,目黒区立洗足図書館,洗足2-8-26,3,数値地図画像,139.69236123,35.61237128
13110,3,3003,目黒区立大橋図書館,大橋2-16-34,3,数値地図画像,
13110,3,3003,目黒区立中目黒駅前図書館,上目黒2-1-3,3,数値地図画像,139.69863752,35.64323168
13110,3,3003,目黒区立八雲中央図書館,八雲1-1-1,3,数値地図画像,139.67274030,35.62154186
13110,3,3003,目黒区立目黒区民センター図書館,目黒2-4-36,3,数値地図画像,139.70785920,35.63545220
13110,3,3003,目黒区立目黒本町図書館,目黒本町2-1-20,3,数値地図画像,139.69522445,35.62522258
13110,3,3003,目黒区立緑が丘図書館,緑が丘2-14-23,3,数値地図画像,139.67327682,35.60935165
13111,3,3003,大田区立羽田図書館,羽田1-11-1,3,数値地図画像,139.74346598,35.55041421
13111,3,3003,大田区立下丸子図書館,下丸子2-18-11,3,数値地図画像,139.68803950,35.56585562
13111,3,3003,大田区立蒲田駅前図書館,蒲田5-13-26-301,3,数値地図画像,
13111,3,3003,大田区立蒲田図書館,東蒲田1-19-22,3,数値地図画像,139.72840187,35.56366123
13111,3,3003,大田区立久が原図書館,久が原2-28-4,3,数値地図画像,139.69527357,35.57933371
13111,3,3003,大田区立洗足池図書館,南千束2-2-10,3,数値地図画像,139.69192555,35.60076976
13111,3,3003,大田区立多摩川図書館,多摩川2-24-63,3,数値地図画像,139.70230784,35.55605405
13111,3,3003,大田区立大森西図書館,大森西5-2-13,3,数値地図画像,139.72602383,35.57185733
13111,3,3003,大田区立大森東図書館,大森東1-31-3-104,3,数値地図画像,
13111,3,3003,大田区立大森南図書館,大森南1-17-7,3,数値地図画像,139.73976801,35.56342867
13111,3,3003,大田区立大田図書館,田園調布南25-1,3,数値地図,139.67617846,35.58161698
13111,3,3003,大田区立池上図書館,池上3-27-6,3,数値地図画像,139.70321748,35.57475108
13111,3,3003,大田区立入新井図書館,大森北1-32-5,3,数値地図画像,
13111,3,3003,大田区立馬込図書館,中馬込2-26-10,3,数値地図画像,139.71041292,35.59566784
13111,3,3003,大田区立浜竹図書館,西糀谷3-32-7,3,数値地図画像,139.73734660,35.55334113
13111,3,3003,大田区立六郷図書館,南六郷3-10-1,3,数値地図画像,139.71429619,35.54361694
13112,3,3003,世田谷区立烏山図書館,南烏山6-2-19,3,数値地図画像,139.60063914,35.66889830
13112,3,3003,世田谷区立奥沢図書館,奥沢3-47-8,3,数値地図画像,139.67270770,35.60367734
13112,3,3003,世田谷区立下馬図書館,下馬2-32-1,3,数値地図画像,139.67627276,35.64148967
13112,3,3003,世田谷区立鎌田図書館,鎌田3-35-1,3,数値地図画像,139.61343210,35.62235484
13112,3,3003,世田谷区立砧図書館,祖師谷3-10-4,3,数値地図画像,139.60406488,35.64228773
13112,3,3003,世田谷区立玉川台図書館,玉川台1-6-15,3,数値地図画像,
13112,3,3003,世田谷区立桜丘図書館,桜丘5-14-1,3,数値地図画像,139.62218555,35.64479619
13112,3,3003,世田谷区立上北沢図書館,上北沢3-8-9,3,数値地図画像,139.62550116,35.66746593
13112,3,3003,世田谷区立深沢図書館,深沢4-33-11,3,数値地図画像,139.65380580,35.62022485
13112,3,3003,世田谷区立世田谷図書館,若林4-29-26,3,数値地図画像,139.65498274,35.64587197
13112,3,3003,世田谷区立代田図書館,代田6-34-13,3,数値地図画像,139.66066505,35.66288404
13112,3,3003,世田谷区立中央図書館,弦巻3-16-8,3,数値地図画像,139.64434219,35.63761992
13112,3,3003,世田谷区立梅丘図書館,代田4-38-10,3,数値地図画像,139.65474072,35.65743727
13112,3,3003,世田谷区立粕谷図書館,粕谷4-13-6,3,数値地図画像,139.60516398,35.66310744
13112,3,3003,世田谷区立尾山台図書館,等々力2-17-14,3,数値地図画像,139.65233424,35.60578755
13113,3,3003,渋谷区立笹塚図書館,笹塚1-27-1,3,数値地図画像,139.66723639,35.67215819
13113,3,3003,渋谷区立渋谷図書館,東1-6-6,3,数値地図画像,139.73583961,35.57707381
13113,3,3003,渋谷区立西原図書館,西原2-28-9,3,数値地図画像,132.46321718,34.43162886
13113,3,3003,渋谷区立中央図書館,神宮前1-5-34,3,数値地図画像,
13113,3,3003,渋谷区立富ケ谷図書館,上原1-46-2,3,数値地図画像,139.68712923,35.66850076
13113,3,3003,渋谷区立本町図書館,本町1-33-5,3,数値地図画像,139.58342259,35.70453823
13114,3,3003,(財)東京子ども図書館,江原町1-19-10,4,数値地図画像,139.67505011,35.72762421
13114,3,3003,中野区立江古田図書館,江古田2-1-11,3,数値地図画像,139.66905352,35.72485213
13114,3,3003,中野区立鷺宮図書館,鷺宮3-22-5,3,数値地図画像,139.63977274,35.72344039
13114,3,3003,中野区立上高田図書館,上高田5-30-15,3,数値地図画像,139.67514771,35.71873909
13114,3,3003,中野区立中央図書館,中野2-9-7,3,数値地図画像,139.67163473,35.70435452
13114,3,3003,中野区立東中野図書館,東中野1-35-5,3,数値地図画像,139.68487245,35.70457711
13114,3,3003,中野区立南台図書館,南台3-26-18,3,数値地図画像,
13114,3,3003,中野区立本町図書館,本町2-13-2,3,数値地図画像,139.98157578,35.69756892
13114,3,3003,中野区立野方図書館,野方3-19-5,3,数値地図画像,139.65434400,35.71742199
13115,3,3003,杉並区立阿佐谷図書館,阿佐谷北3-36-14,3,数値地図画像,139.63323771,35.71167207
13115,3,3003,杉並区立永福図書館,永福4-25-7,3,数値地図画像,139.64076340,35.68069533
13115,3,3003,杉並区立下井草図書館,下井草3-26-5,3,数値地図画像,139.62327975,35.72091524
13115,3,3003,杉並区立柿木図書館,上井草1-6-13,3,数値地図画像,139.61211405,35.72025111
13115,3,3003,杉並区立宮前図書館,宮前5-5-27,3,数値地図画像,139.59900787,35.69323713
13115,3,3003,杉並区立高井戸図書館,高井戸東1-28-1,3,数値地図画像,139.62287591,35.68162250
13115,3,3003,杉並区立高円寺図書館,高円寺南2-36-25,3,数値地図画像,139.65411699,35.70038225
13115,3,3003,杉並区立成田図書館,成田東3-28-5,3,数値地図画像,139.63742423,35.69507130
13115,3,3003,杉並区立西荻図書館,西荻北2-33-9,3,数値地図画像,139.60597619,35.70785511
13115,3,3003,杉並区立中央図書館,荻窪3-40-23,3,数値地図画像,139.62677758,35.70185634
13115,3,3003,杉並区立南荻窪図書館,南荻窪1-10-2,3,数値地図画像,139.61445661,35.69500680
13115,3,3003,立正佼成会付属佼成図書館,和田1-2-1,4,数値地図画像,139.66510257,35.68998660
13116,3,3003,豊島区立駒込図書館,駒込2-2-2,3,数値地図画像,139.74728527,35.73723617
13116,3,3003,豊島区立雑司が谷図書館,雑司が谷3-1-7,3,数値地図画像,139.71365268,35.71969286
13116,3,3003,豊島区立上池袋図書館,上池袋2-45-15,3,数値地図画像,139.71699052,35.73863248
13116,3,3003,豊島区立千早図書館,千早2-44-2,3,数値地図画像,139.68841251,35.73562370
13116,3,3003,豊島区立巣鴨図書館,巣鴨3-8-2,3,数値地図画像,139.73310879,35.73395562
13116,3,3003,豊島区立池袋図書館,池袋3-29-10,3,数値地図画像,139.70579158,35.73595749
13116,3,3003,豊島区立中央図書館,東池袋5-39-18,3,数値地図画像,139.72557633,35.72820055
13116,3,3003,豊島区立目白図書館,目白4-31-8,3,数値地図画像,139.69887593,35.72577788
13117,3,3003,北区立昭和町図書館,昭和町3-10-7,3,数値地図画像,135.51800962,34.62677279
13117,3,3003,北区立上十条図書館,上十条3-3-9,3,数値地図画像,139.71838393,35.76039947
13117,3,3003,北区立神谷図書館,神谷3-35-17,3,数値地図画像,139.73107131,35.77138458
13117,3,3003,北区立赤羽図書館,赤羽南1-13-1,3,数値地図画像,139.72374945,35.77772801
13117,3,3003,北区立赤羽西図書館,赤羽西5-7-5,3,数値地図画像,139.71047567,35.77544178
13117,3,3003,北区立赤羽北図書館,赤羽北1-18-1-111,3,数値地図画像,
13117,3,3003,北区立滝野川図書館,西ヶ原1-23-3,3,数値地図画像,139.74745998,35.74353536
13117,3,3003,北区立滝野川西図書館,滝野川6-21-25,3,数値地図画像,139.72585337,35.74559022
13117,3,3003,北区立中央図書館,王子3-22-3,3,数値地図画像,139.73783513,35.75953062
13117,3,3003,北区立田端図書館,田端3-16-2,3,数値地図画像,139.75689027,35.73443420
13117,3,3003,北区立東十条図書館,東十条3-2-14,3,数値地図画像,139.72856345,35.76519638
13117,3,3003,北区立東田端図書館,田端新町2-14-15,3,数値地図画像,139.76486175,35.74051172
13117,3,3003,北区立浮間図書館,浮間1-8-2-102,3,数値地図画像,
13117,3,3003,北区立文化センター図書館,十条台1-2-1,3,数値地図画像,139.72756125,35.75320885
13117,3,3003,北区立豊島図書館,豊島3-27-22,3,数値地図画像,139.74781753,35.76044747
13118,3,3003,荒川区立荒川図書館,荒川4-27-2,3,数値地図画像,139.78102804,35.73737451
13118,3,3003,荒川区立町屋図書館,町屋5-11-18,3,数値地図画像,
13118,3,3003,荒川区立南千住図書館,南千住6-63-1,3,数値地図画像,139.79541521,35.73746593
13118,3,3003,荒川区立日暮里図書館,東日暮里6-38-4,3,数値地図画像,139.77493664,35.73114395
13118,3,3003,荒川区立尾久図書館,西尾久3-12-12,3,数値地図画像,139.76457769,35.75225738
13119,3,3003,板橋区立高島平図書館,高島平3-13-1,3,数値地図画像,139.65906582,35.78755551
13119,3,3003,板橋区立志村図書館,小豆沢1-8-1,3,数値地図画像,139.69995437,35.77328346
13119,3,3003,板橋区立小茂根図書館,小茂根1-6-2,3,数値地図画像,
13119,3,3003,板橋区立成増図書館,成増3-13-1,3,数値地図画像,139.63232667,35.77870892
13119,3,3003,板橋区立清水図書館,宮本町62-19,3,数値地図画像,139.70331827,35.76590671
13119,3,3003,板橋区立西台図書館,西台3-13-2,3,数値地図画像,139.66879035,35.77393531
13119,3,3003,板橋区立赤塚図書館,赤塚6-38-1,3,数値地図画像,139.64490058,35.77877313
13119,3,3003,板橋区立中央図書館,常盤台1-13-1,3,数値地図画像,
13119,3,3003,板橋区立東板橋図書館,加賀1-10-15,3,数値地図画像,139.71574829,35.75440843
13119,3,3003,板橋区立氷川図書館,氷川町28-9,3,数値地図画像,139.70482704,35.75313609
13119,3,3003,板橋区立蓮根図書館,蓮根3-15-1-101,3,数値地図画像,
13119,3,3003,板橋区立蓮根図書館坂下図書室,坂下3-20-1-101,3,数値地図画像,
13120,3,3003,練馬区立稲荷山図書館,大泉町1-3-18,3,数値地図画像,139.60925700,35.76531255
13120,3,3003,練馬区立貫井図書館,貫井1-36-16,3,数値地図画像,139.63610024,35.73700546
13120,3,3003,練馬区立関町図書館,関町南3-11-2,3,数値地図画像,139.58041665,35.72091133
13120,3,3003,練馬区立光が丘図書館,光が丘4-1-5,3,数値地図,139.63001635,35.76307459
13120,3,3003,練馬区立春日町図書館,春日町5-31-2-201,3,数値地図画像,
13120,3,3003,練馬区立小竹図書館,小竹町2-43-1,3,数値地図画像,139.67599107,35.74191428
13120,3,3003,練馬区立石神井図書館,石神井台1-16-31,3,数値地図画像,139.59938395,35.73642114
13120,3,3003,練馬区立大泉図書館,大泉学園町2-21-17,3,数値地図画像,139.58712006,35.76062093
13120,3,3003,練馬区立南大泉図書館,南大泉1-44-7,3,数値地図画像,139.57486066,35.74335034
13120,3,3003,練馬区立平和台図書館,平和台1-36-17,3,数値地図画像,139.66473292,35.76006185
13120,3,3003,練馬区立練馬図書館,豊玉北6-8-1,3,数値地図画像,139.65183793,35.73431449
13121,3,3003,足立区立やよい図書館,中央本町3-15-1,3,数値地図画像,139.80979774,35.77225895
13121,3,3003,足立区立伊興図書館,伊興2-4-22,3,数値地図画像,139.78099941,35.79120877
13121,3,3003,足立区立花畑図書館,花畑4-16-8,3,数値地図画像,139.80748298,35.80293604
13121,3,3003,足立区立宮城コミュニティ図書館,宮城1-15-14,3,数値地図画像,139.75481145,35.75902009
13121,3,3003,足立区立興本図書館,興野1-18-38,3,数値地図画像,139.78230855,35.76827533
13121,3,3003,足立区立江北図書館,江北3-39-4,3,数値地図画像,139.76014907,35.77591271
13121,3,3003,足立区立佐野図書館,佐野2-43-5,3,数値地図画像,139.84026414,35.78812671
13121,3,3003,足立区立鹿浜図書館,鹿浜6-8-1,3,数値地図画像,139.75817393,35.78396166
13121,3,3003,足立区立舎人図書館,舎人1-3-26,3,数値地図画像,139.77316070,35.80600115
13121,3,3003,足立区立常東コミュニティ図書館,千住旭町9-16,3,数値地図画像,139.80838581,35.74689568
13121,3,3003,足立区立新田コミュニティ図書館,新田2-2-2,3,数値地図画像,139.73825123,35.77159310
13121,3,3003,足立区立竹の塚図書館,竹の塚2-25-17,3,数値地図画像,139.79461767,35.79263961
13121,3,3003,足立区立中央図書館,千住5-13-5,3,数値地図画像,139.80267428,35.75654132
13121,3,3003,足立区立東和図書館,東和3-12-9,3,数値地図画像,139.83951468,35.77112338
13121,3,3003,足立区立梅田図書館,梅田7-13-1,3,数値地図画像,139.80070148,35.76835642
13121,3,3003,足立区立保塚図書館,保塚町7-16,3,数値地図画像,139.81597167,35.78686847
13122,3,3003,葛飾区立お花茶屋図書館,お花茶屋2-1-15,3,数値地図画像,139.83869896,35.75119269
13122,3,3003,葛飾区立葛飾図書館,新宿3-7-1,3,数値地図画像,139.70616835,35.69089590
13122,3,3003,葛飾区立鎌倉図書館,鎌倉2-4-5,3,数値地図画像,139.87537110,35.74524094
13122,3,3003,葛飾区立亀有図書館,亀有1-17-5,3,数値地図画像,139.84602845,35.75911949
13122,3,3003,葛飾区立四つ木地区図書館,四つ木4-8-1,3,数値地図画像,139.83380337,35.73682003
13122,3,3003,葛飾区立上小松図書館,東新小岩3-12-1,3,数値地図画像,139.86190105,35.72298477
